fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id,alcohol_density_ratio,free_sulfur_ratio,log_total_sulfur,sugar_alcohol_ratio,quality_category
0.08354621205299727,-1.2787863298762592,1.0276310108414182,0.25497440277393113,1.3524826971785258,-1.3601944339969356,-1.2812577562924699,-0.9368376921730819,-0.428190844484965,-0.7054002114826883,2.01531468979235,0.5171959850476104,0.43110687128482206,12.361063654453,0.3333333333333333,2.302585092994046,0.18699186991869915,medium
0.29815876087907417,-1.522441194454447,0.6350060212280543,-1.0944617807065096,-1.2291646534051022,-1.0152165856583313,-1.0478948017722864,-0.8236517389248322,-0.20592248496185805,0.9611827244282537,1.4984296075940906,1.9268085717459982,0.6687357058188511,11.85643663839878,0.4,2.772588722239781,0.14406779661016947,medium
1.4427590212848147,-0.6087354522862427,0.9154524423804573,0.9296924945141523,0.9338371808676669,-0.21026827286825417,0.3911767511021779,1.1256619003498272,-0.7986381103568111,0.08403381079091574,-0.3623566883196437,1.9268085717459982,0.2577020460843143,10.01662760181902,0.25,3.970291913552122,0.26,medium
-0.9895165320773841,0.8836505932551582,-0.9354939372254014,0.4798804333540048,0.7245144227122374,0.2497021915832184,1.5579915237030948,-0.4715176621526316,0.1645247809099913,-0.7931151028464222,-0.25897967187999216,-0.8924166016507773,-1.6947078376547355,10.142598915444868,0.2073170731707317,4.418840607796598,0.2376237623762376,low
0.7989213748065853,-0.7305628845753367,1.476345284685263,0.7047864639340785,-1.6478101697159606,-0.3252608889811223,-0.6589565442386474,-0.8488041729800143,0.09043532773562009,1.3997571812469232,3.049084854188868,1.9268085717459982,-0.7077988942296237,13.364147909967846,0.48,3.258096538021482,0.18796992481203006,medium
-0.20260385304843753,-0.1823394392744139,-0.37460109492059573,-1.3193678112865828,0.23609465368289623,0.709672656034691,2.3358680387703727,-0.3457554918768606,0.4608825936074694,-1.3194044510288256,-0.879241770517903,-0.8924166016507773,-1.4934726084097019,9.538152610441767,0.20588235294117646,4.634728988229636,0.16842105263157894,low
0.7273838585312268,-1.4006137621653532,0.578916736997574,-0.419743688966289,-1.0198418952496728,-0.3252608889811223,-0.6589565442386474,-0.8739566070351267,-0.5022802976593362,1.8383316380655916,1.3950525911544371,1.9268085717459982,0.396854066306944,11.756903412516579,0.48,3.258096538021482,0.17094017094017094,medium
-0.7033664669759493,-0.6087354522862427,-0.37460109492059573,-0.8695557501264359,0.23609465368289623,1.3996283527118998,0.352282925348814,-0.13195980240802205,1.2017771253511649,0.08403381079091574,0.05115137743896414,-0.8924166016507773,0.4824860787516391,10.438203826003171,0.5294117647058824,3.9512437185814275,0.17307692307692307,low
-0.7749039832513078,0.7313663028937907,-1.2159403583778043,-0.1948376583862153,-0.8802933898127198,-0.7852313534325949,-0.6589565442386474,0.408817529777835,1.0535982190024258,0.34717848488211744,-0.879241770517903,0.5171959850476104,-0.2582308288949741,9.526674689129562,0.32,3.258096538021482,0.2210526315789474,medium
0.5843088259805096,-0.1823394392744139,-0.1502439579986736,0.03006837219385841,0.654740169993761,0.709672656034691,-0.11444298369155279,0.2327504913917696,0.016345874561252204,1.7506167467018579,0.7747904925165264,0.5171959850476104,0.4653596762627001,11.134293624363037,0.5384615384615384,3.6888794541139363,0.19819819819819823,medium
-0.4172164018745138,-0.7914766007198833,-0.6550475160729987,1.8293166168344461,0.9338371808676669,1.629613584937636,0.4300705768555418,0.09441210408840757,0.3127036872587303,0.6103231589733181,-0.05222563900068735,0.5171959850476104,-1.144522157697569,10.334102538376642,0.5471698113207547,3.9889840465642745,0.2912621359223301,medium
0.08354621205299727,1.2186760320501662,-0.1502439579986736,-1.0944617807065096,-0.3220993680649089,-1.1302092017711993,-1.1256824532790142,0.15729318922629307,-0.9468170167055502,-0.96854488557389,-0.879241770517903,-0.8924166016507773,-0.3181732376062607,9.530497592295346,0.38461538461538464,2.6390573296152584,0.17894736842105263,low
2.587359281690555,-0.4869080199971486,2.20550597968151,0.03006837219385841,-0.3918736207833854,-0.900223969545463,-0.7367441957453752,2.005997092280294,-0.8727275635311822,0.5226082676095842,0.5680364596372235,0.5171959850476104,1.3537918053764124,10.902834737031629,0.30434782608695654,3.1780538303479458,0.2018348623853211,medium
0.4412337934297913,0.6095388706046966,0.24238103161469055,1.154598525094226,1.2129341917415728,0.2497021915832184,1.0523717889093642,0.4968510489709026,-0.5022802976593362,-0.003681080572818153,-0.1556026554403407,0.5171959850476104,0.9877149521753407,10.227204363607195,0.2463768115942029,4.248495242049359,0.26470588235294124,medium
0.08354621205299727,0.6704525867492437,0.18629174738420992,-0.419743688966289,1.1431599390230964,-1.1302092017711993,1.3635223949362754,0.5785964596501397,-1.4654431889261386,-0.09139597193655205,-1.2927498362765109,0.5171959850476104,0.49961248124057817,9.123081395931708,0.06493506493506493,4.356708826689592,0.21978021978021978,medium
-0.5602914344252315,-0.12142572312986688,-0.3185118106901153,-0.1948376583862153,-0.6011963789388138,-0.3252608889811223,-0.5422750669785557,0.7106467384397411,1.4240454848742718,0.8734678330645198,-0.879241770517903,0.5171959850476104,-0.1554724139613399,9.522091251703953,0.42857142857142855,3.367295829986474,0.2210526315789474,medium
-0.6318289507005901,-1.0351314652980714,1.2519881477633408,-0.1948376583862153,-0.3220993680649089,1.0546505043732954,0.08002614507526672,-0.7607706537869467,0.5349720467818373,1.9260465294293256,0.671413476076875,1.9268085717459982,0.8228733282193025,11.051499989953182,0.5454545454545454,3.8066624897703196,0.19090909090909092,medium
-1.3472041134541781,-0.12142572312986688,-0.5428689476120374,-0.6446497195463627,-1.5780359169974914,0.019716959357482116,-0.3089121124583723,-1.628529628689892,1.1276876721767937,-0.5299704287552215,1.1882985582751342,0.5171959850476104,1.5999838411549112,11.569882087810376,0.4411764705882353,3.5553480614894135,0.16521739130434782,medium
